workload,workload_code,transport,transport_code,condition,condition_code,sample_id,input_tokens,upload_kib,download_kib,total_kib,latency_seconds
qa,0,tls13,0,longllmlingua_4x,2,conv-26::62,7779.0,26.9892578125,7.2890625,34.2783203125,1.58212
qa,0,tls13,0,no_compression,0,conv-26::62,33262.0,106.4326171875,6.6015625,113.0341796875,6.065925
qa,0,tls13,0,longllmlingua_2x,1,conv-26::66,13955.0,50.8251953125,14.6083984375,65.43359375,3.219429
qa,0,tls13,0,longllmlingua_4x,2,conv-26::66,7378.0,28.6376953125,13.2890625,41.9267578125,2.001414
qa,0,tls13,0,no_compression,0,conv-26::66,33265.0,107.490234375,11.6357421875,119.1259765625,6.652248
qa,0,tls13,0,longllmlingua_2x,1,conv-30::27,10872.0,37.5615234375,8.8935546875,46.455078125,2.247563
qa,0,tls13,0,longllmlingua_4x,2,conv-30::27,5946.0,20.8408203125,8.826171875,29.6669921875,1.427256
qa,0,tls13,0,no_compression,0,conv-30::27,25419.0,80.0830078125,8.3916015625,88.474609375,4.828589
qa,0,tls13,0,longllmlingua_2x,1,conv-30::77,10873.0,37.220703125,7.064453125,44.28515625,2.094264
qa,0,tls13,0,longllmlingua_4x,2,conv-30::77,5814.0,20.7177734375,6.998046875,27.7158203125,1.26281
qa,0,tls13,0,no_compression,0,conv-30::77,25419.0,79.8974609375,7.490234375,87.3876953125,4.746789
qa,0,tls13,0,longllmlingua_2x,1,conv-41::53,21965.0,72.15234375,7.16796875,79.3203125,3.992776
qa,0,tls13,0,longllmlingua_4x,2,conv-41::53,10538.0,36.8525390625,7.0400390625,43.892578125,2.008276
qa,0,tls13,0,no_compression,0,conv-41::53,48788.0,155.9677734375,6.9873046875,162.955078125,9.363839
qa,0,tls13,0,longllmlingua_2x,1,conv-42::67,21082.0,54.4697265625,6.798828125,61.2685546875,3.787592
qa,0,tls13,0,longllmlingua_4x,2,conv-42::67,11514.0,36.994140625,4.982421875,41.9765625,2.438056
qa,0,tls13,0,no_compression,0,conv-42::67,55634.0,150.2021484375,5.4189453125,155.62109375,10.7936
qa,0,tls13,0,longllmlingua_2x,1,conv-44::98,23111.0,57.232421875,5.857421875,63.08984375,4.174006
qa,0,tls13,0,longllmlingua_4x,2,conv-44::98,10627.0,33.068359375,9.2080078125,42.2763671875,2.250446
qa,0,tls13,0,no_compression,0,conv-44::98,59428.0,166.89453125,6.0517578125,172.9462890625,12.014795
qa,0,tls13,0,longllmlingua_2x,1,conv-47::150,21939.0,69.828125,8.4267578125,78.2548828125,4.173841
qa,0,tls13,0,longllmlingua_4x,2,conv-47::150,10303.0,35.1337890625,6.71484375,41.8486328125,2.001195
qa,0,tls13,0,no_compression,0,conv-47::150,47193.0,146.3115234375,6.9072265625,153.21875,9.249053
qa,0,tls13,0,longllmlingua_2x,1,conv-48::175,16530.0,49.9443359375,9.54296875,59.4873046875,3.226707
qa,0,tls13,0,longllmlingua_4x,2,conv-48::175,10051.0,31.6865234375,9.478515625,41.1650390625,2.112528
qa,0,tls13,0,no_compression,0,conv-48::175,48236.0,146.78125,10.0517578125,156.8330078125,9.479245
qa,0,tls13,0,longllmlingua_2x,1,conv-49::105,15437.0,50.890625,6.4736328125,57.3642578125,2.850762
qa,0,tls13,0,longllmlingua_4x,2,conv-49::105,8407.0,29.3154296875,6.3408203125,35.65625,1.657665
qa,0,tls13,0,no_compression,0,conv-49::105,37386.0,115.892578125,6.6015625,122.494140625,7.069384
qa,0,tls13,0,longllmlingua_2x,1,conv-50::135,20869.0,67.69140625,5.28125,72.97265625,3.647083
qa,0,tls13,0,longllmlingua_4x,2,conv-50::135,9517.0,34.322265625,12.0224609375,46.3447265625,2.241287
qa,0,tls13,0,no_compression,0,conv-50::135,45757.0,142.9111328125,5.3447265625,148.255859375,8.567271
qa,0,tls13,0,longllmlingua_2x,1,conv-50::4,21347.0,69.435546875,6.8623046875,76.2978515625,3.850775
qa,0,tls13,0,longllmlingua_4x,2,conv-50::4,9937.0,34.38671875,6.7314453125,41.1181640625,1.878877
qa,0,tls13,0,no_compression,0,conv-50::4,45753.0,143.212890625,6.923828125,150.13671875,8.721697
qa,0,tls13,0,longllmlingua_2x,1,conv-50::55,21472.0,70.4970703125,6.8662109375,77.36328125,3.860646
qa,0,tls13,0,longllmlingua_4x,2,conv-50::55,10126.0,35.8056640625,7.056640625,42.8623046875,1.946852
qa,0,tls13,0,no_compression,0,conv-50::55,45756.0,143.2314453125,6.9296875,150.1611328125,8.709503
qa,0,tls13,0,longllmlingua_2x,1,conv-50::85,20606.0,66.708984375,4.6513671875,71.3603515625,3.641485
qa,0,tls13,0,longllmlingua_4x,2,conv-50::85,9782.0,33.9462890625,4.5205078125,38.466796875,1.721757
qa,0,tls13,0,no_compression,0,conv-50::85,45751.0,142.7451171875,4.71484375,147.4599609375,8.735116
summary,1,http3,1,longllmlingua_2x,1,conv-26::event_summary::Caroline,13330.0,103.896484375,241.439453125,345.3359375,21.351838
summary,1,http3,1,longllmlingua_4x,2,conv-26::event_summary::Caroline,7845.0,94.7392578125,286.2587890625,380.998046875,23.904841
summary,1,http3,1,no_compression,0,conv-26::event_summary::Caroline,33270.0,157.4560546875,203.767578125,361.2236328125,22.393837
summary,1,http3,1,longllmlingua_2x,1,conv-26::event_summary::Melanie,12784.0,93.36328125,206.28125,299.64453125,18.502172
summary,1,http3,1,longllmlingua_4x,2,conv-26::event_summary::Melanie,7591.0,78.705078125,228.400390625,307.10546875,19.154764
summary,1,http3,1,no_compression,0,conv-26::event_summary::Melanie,33270.0,150.2841796875,167.265625,317.5498046875,19.862654
summary,1,http3,1,longllmlingua_2x,1,conv-30::event_summary::Gina,10319.0,69.3544921875,146.322265625,215.6767578125,13.211436
summary,1,http3,1,longllmlingua_4x,2,conv-30::event_summary::Gina,5851.0,39.123046875,85.9775390625,125.1005859375,7.458626
summary,1,http3,1,no_compression,0,conv-30::event_summary::Gina,25425.0,103.4658203125,96.5439453125,200.009765625,11.720305
summary,1,http3,1,longllmlingua_2x,1,conv-30::event_summary::Jon,10192.0,89.4501953125,233.01953125,322.4697265625,20.298144
summary,1,http3,1,longllmlingua_4x,2,conv-30::event_summary::Jon,5879.0,92.576171875,311.5771484375,404.1533203125,25.585454
summary,1,http3,1,no_compression,0,conv-30::event_summary::Jon,25425.0,132.685546875,218.4189453125,351.1044921875,22.06154
summary,1,http3,1,longllmlingua_2x,1,conv-42::event_summary::Nate,22573.0,123.7216796875,311.3173828125,435.0390625,29.093471
summary,1,http3,1,longllmlingua_4x,2,conv-42::event_summary::Nate,11982.0,52.9013671875,113.794921875,166.6962890625,10.668952
summary,1,http3,1,no_compression,0,conv-42::event_summary::Nate,55642.0,219.916015625,269.921875,489.837890625,33.832886
summary,1,http3,1,longllmlingua_2x,1,conv-43::event_summary::John,23509.0,149.4775390625,297.7451171875,447.22265625,28.247144
summary,1,http3,1,longllmlingua_4x,2,conv-43::event_summary::John,10542.0,112.4326171875,312.0283203125,424.4609375,26.710135
summary,1,http3,1,no_compression,0,conv-43::event_summary::John,50839.0,239.8037109375,312.9228515625,552.7265625,36.530702
summary,1,http3,1,longllmlingua_2x,1,conv-44::event_summary::Audrey,21632.0,133.2314453125,312.1396484375,445.37109375,29.005086
summary,1,http3,1,longllmlingua_4x,2,conv-44::event_summary::Audrey,12886.0,97.3759765625,247.6708984375,345.046875,22.38441
summary,1,http3,1,no_compression,0,conv-44::event_summary::Audrey,59433.0,223.6171875,212.03125,435.6484375,29.999808
summary,1,http3,1,longllmlingua_2x,1,conv-49::event_summary::Evan,15079.0,105.6162109375,233.9677734375,339.583984375,21.137386
summary,1,http3,1,longllmlingua_4x,2,conv-49::event_summary::Evan,8055.0,70.033203125,175.81640625,245.849609375,15.491537
summary,1,http3,1,no_compression,0,conv-49::event_summary::Evan,37383.0,173.34765625,228.7744140625,402.1220703125,25.710769
summary,1,tls13,0,longllmlingua_2x,1,conv-26::event_summary::Caroline,13330.0,97.25390625,249.69921875,346.953125,21.350398
summary,1,tls13,0,longllmlingua_4x,2,conv-26::event_summary::Caroline,7845.0,88.150390625,297.1416015625,385.2919921875,23.871081
summary,1,tls13,0,no_compression,0,conv-26::event_summary::Caroline,33270.0,148.1201171875,209.4853515625,357.60546875,22.373826
summary,1,tls13,0,longllmlingua_2x,1,conv-26::event_summary::Melanie,12784.0,87.5498046875,213.94921875,301.4990234375,18.491229
summary,1,tls13,0,longllmlingua_4x,2,conv-26::event_summary::Melanie,7591.0,72.8330078125,234.4833984375,307.31640625,19.120771
summary,1,tls13,0,no_compression,0,conv-26::event_summary::Melanie,33270.0,141.673828125,177.51953125,319.193359375,19.873614
summary,1,tls13,0,longllmlingua_2x,1,conv-30::event_summary::Gina,10319.0,65.6064453125,151.291015625,216.8974609375,13.177277
summary,1,tls13,0,longllmlingua_4x,2,conv-30::event_summary::Gina,5851.0,37.6083984375,87.9423828125,125.55078125,7.455097
summary,1,tls13,0,no_compression,0,conv-30::event_summary::Gina,25425.0,98.423828125,96.8935546875,195.3173828125,11.726064
summary,1,tls13,0,longllmlingua_2x,1,conv-30::event_summary::Jon,10192.0,83.6591796875,242.470703125,326.1298828125,20.266957
summary,1,tls13,0,longllmlingua_4x,2,conv-30::event_summary::Jon,5879.0,85.8447265625,323.8681640625,409.712890625,25.631526
summary,1,tls13,0,no_compression,0,conv-30::event_summary::Jon,25425.0,124.7841796875,225.40234375,350.1865234375,22.066066
summary,1,tls13,0,longllmlingua_2x,1,conv-42::event_summary::Nate,22573.0,115.3330078125,323.3037109375,438.63671875,29.090085
summary,1,tls13,0,longllmlingua_4x,2,conv-42::event_summary::Nate,11982.0,50.27734375,115.615234375,165.892578125,10.674862
summary,1,tls13,0,no_compression,0,conv-42::event_summary::Nate,55642.0,206.50390625,279.048828125,485.552734375,33.785241
summary,1,tls13,0,longllmlingua_2x,1,conv-43::event_summary::John,23509.0,139.9033203125,308.8115234375,448.71484375,28.241424
summary,1,tls13,0,longllmlingua_4x,2,conv-43::event_summary::John,10542.0,104.62890625,324.1591796875,428.7880859375,26.702696
summary,1,tls13,0,no_compression,0,conv-43::event_summary::John,50839.0,224.9638671875,324.2138671875,549.177734375,36.525829
summary,1,tls13,0,longllmlingua_2x,1,conv-44::event_summary::Audrey,21632.0,124.421875,323.9736328125,448.3955078125,28.996227
summary,1,tls13,0,longllmlingua_4x,2,conv-44::event_summary::Audrey,12886.0,90.8857421875,262.7998046875,353.685546875,22.388515
summary,1,tls13,0,no_compression,0,conv-44::event_summary::Audrey,59433.0,210.626953125,218.1376953125,428.7646484375,29.99178
summary,1,tls13,0,longllmlingua_2x,1,conv-49::event_summary::Evan,15079.0,98.232421875,240.0908203125,338.3232421875,21.11431
summary,1,tls13,0,longllmlingua_4x,2,conv-49::event_summary::Evan,8055.0,65.7421875,187.1728515625,252.9150390625,15.483531
summary,1,tls13,0,no_compression,0,conv-49::event_summary::Evan,37383.0,163.109375,235.5908203125,398.7001953125,25.705792
